,Ant,Larva,Food
1,50,0,32
2,50,0,44
3,50,6,48
4,50,18,46
5,49,26,46
6,44,36,45
7,41,46,43
8,41,47,40
9,52,44,31
10,55,46,38
11,65,41,36
12,73,45,41
13,80,52,42
14,85,52,48
15,90,66,33
16,94,75,35
17,103,81,27
18,112,87,14
19,114,100,16
20,132,104,8
21,148,107,19
22,156,115,32
23,172,119,20
24,186,134,17
25,198,135,22
26,211,147,27
27,227,168,3
28,245,185,2
29,269,190,4
30,282,196,27
31,303,223,13
32,330,224,3
33,351,226,6
34,353,234,1
35,367,249,4
36,385,230,2
37,394,240,4
38,406,253,2
39,410,264,1
40,412,270,0
41,427,293,1
42,433,294,1
43,448,303,3
44,453,307,5
45,453,311,7
46,471,308,2
47,484,310,3
48,493,312,3
49,500,308,2
50,501,305,1
51,508,289,4
52,504,286,3
53,519,277,3
54,513,281,5
55,508,279,1
56,510,292,4
57,524,298,5
58,515,292,0
59,507,296,2
60,500,308,2
61,503,302,0
62,504,290,1
63,496,298,0
64,486,289,1
65,468,278,2
66,465,271,0
67,467,279,1
68,453,271,1
69,444,280,2
70,453,281,1
71,462,285,6
72,474,288,2
73,483,299,4
74,482,295,3
75,474,291,7
76,484,298,5
77,483,297,1
78,480,294,3
79,490,292,3
80,496,305,1
81,491,304,4
82,490,309,0
83,500,306,4
84,502,314,4
85,500,308,0
86,504,301,1
87,500,292,2
88,495,292,0
89,496,284,5
90,493,282,1
91,488,278,4
92,481,280,2
93,486,280,1
94,470,278,1
95,474,273,6
96,459,274,3
97,456,257,2
98,456,238,4
99,457,235,0
100,457,222,1
101,452,229,2
102,443,244,1
103,444,249,1
104,441,253,1
105,429,258,6
106,432,254,0
107,421,236,4
108,431,242,1
109,409,229,2
110,406,214,1
111,417,208,1
112,411,212,6
113,396,204,0
114,380,199,1
115,372,205,1
116,361,191,2
117,349,180,0
118,349,177,1
119,350,171,0
120,358,168,1
121,348,163,1
122,341,175,5
123,338,181,0
124,340,184,2
125,338,188,2
126,336,191,1
127,339,189,0
128,345,179,1
129,343,179,0
130,344,174,1
131,357,174,4
132,342,185,0
133,346,189,0
134,341,185,3
135,341,185,1
136,338,182,5
137,345,179,0
138,340,177,0
139,341,182,1
140,344,186,3
141,343,190,2
142,341,183,2
143,351,186,3
144,362,174,4
145,374,167,5
146,379,174,10
147,386,193,4
148,394,204,0
149,387,216,2
150,375,211,1
151,372,203,0
152,366,188,1
153,371,164,2
154,369,155,1
155,383,158,4
156,383,164,7
157,383,163,10
158,375,187,4
159,371,204,1
160,390,202,7
161,386,203,0
162,387,206,4
163,386,202,0
164,388,186,5
165,397,192,1
166,392,201,10
167,384,216,0
168,389,218,1
169,372,226,1
170,366,219,1
171,364,217,2
172,371,202,1
173,375,196,3
174,356,179,2
175,356,178,12
176,366,178,0
177,360,175,4
178,347,180,4
179,345,186,9
180,353,193,2
181,353,185,0
182,355,195,5
183,352,187,0
184,360,189,0
185,364,176,1
186,365,188,0
187,373,185,5
188,381,183,15
189,388,182,8
190,398,193,23
191,405,188,3
192,410,189,1
193,408,200,2
194,411,192,7
195,425,192,4
196,429,197,7
197,442,197,8
198,459,204,10
199,463,220,2
200,472,229,4
201,480,244,3
202,487,246,1
203,492,248,5
204,503,240,1
205,523,241,2
206,547,232,8
207,573,230,1
208,585,240,0
209,591,253,15
210,606,262,0
211,623,258,17
212,626,274,3
213,627,271,4
214,650,276,1
215,662,272,7
216,654,289,19
217,670,278,2
218,679,272,7
219,702,265,7
220,715,265,2
221,700,258,5
222,711,252,19
223,720,276,5
224,724,279,11
225,735,291,2
226,748,304,16
227,750,335,1
228,755,336,1
229,763,329,20
230,776,317,4
231,770,314,0
232,797,304,3
233,801,286,4
234,801,305,1
235,805,302,22
236,816,308,0
237,819,311,5
238,812,309,5
