,Ant,Larva,Food
1,100,0,0
2,100,0,30
3,76,0,98
4,54,22,150
5,43,43,169
6,53,47,197
7,69,44,223
8,85,33,232
9,89,60,296
10,93,75,333
11,115,47,316
12,131,41,342
13,123,68,381
14,136,77,425
15,144,82,451
16,161,77,473
17,182,67,497
18,187,80,533
19,184,120,605
20,198,129,652
21,234,99,664
22,258,67,645
23,261,103,727
24,258,152,819
25,285,168,904
26,318,144,923
27,358,97,909
28,365,99,926
29,355,145,997
30,351,182,1064
31,377,171,1093
32,409,161,1136
33,420,152,1143
34,439,129,1133
35,429,177,1210
36,418,223,1279
37,459,177,1270
38,502,149,1301
39,475,197,1341
40,491,192,1365
41,501,166,1332
42,485,223,1414
43,490,236,1449
44,540,175,1429
45,546,171,1431
46,527,210,1471
47,528,202,1459
48,540,222,1518
49,539,250,1578
50,589,192,1559
51,596,212,1612
52,579,263,1682
53,637,217,1707
54,656,212,1732
55,641,271,1822
56,649,280,1856
57,677,262,1876
58,711,256,1931
59,730,215,1887
60,728,216,1886
61,697,249,1891
62,679,273,1903
63,672,273,1888
64,701,235,1870
65,712,216,1855
66,703,247,1899
67,690,251,1879
68,697,226,1844
69,689,246,1868
70,677,270,1893
71,690,292,1963
72,699,279,1955
73,738,254,1982
74,724,269,1985
75,722,270,1982
76,741,250,1981
77,730,279,2015
78,722,287,2017
79,760,245,2007
80,772,269,2079
81,755,323,2153
82,768,318,2168
83,789,283,2141
84,812,256,2134
85,806,266,2141
86,789,302,2179
87,776,319,2187
88,811,302,2224
89,819,298,2232
90,831,289,2233
91,828,291,2236
92,814,291,2207
93,809,281,2179
94,799,294,2184
95,794,299,2186
96,799,291,2174
97,800,297,2193
98,800,267,2130
99,802,284,2171
100,773,340,2224
101,800,295,2189
102,808,292,2198
103,811,275,2169
104,823,294,2231
105,779,344,2243
106,812,323,2266
107,828,323,2300
108,851,293,2285
109,849,283,2262
110,823,302,2247
111,820,290,2217
112,820,294,2227
113,812,273,2169
114,802,255,2112
115,775,316,2180
116,760,348,2213
117,783,313,2191
118,805,272,2153
119,810,279,2175
120,775,336,2220
121,776,362,2274
122,813,293,2210
123,857,245,2202
124,819,283,2201
125,779,330,2216
126,785,328,2222
127,815,288,2205
128,835,276,2221
129,796,270,2129
130,799,265,2126
131,774,296,2137
132,767,320,2172
133,791,278,2135
134,804,249,2103
135,768,310,2155
136,761,318,2155
137,779,287,2129
138,805,263,2135
139,797,284,2160
140,774,319,2185
141,787,301,2174
142,812,282,2185
143,810,283,2185
144,786,332,2233
145,783,308,2181
146,826,288,2227
147,816,307,2244
148,817,277,2187
149,822,250,2142
150,823,278,2200
151,780,349,2255
152,787,324,2219
153,846,251,2193
154,846,225,2140
155,792,292,2167
156,765,331,2189
157,807,266,2144
158,813,240,2104
159,796,260,2111
160,755,313,2133
161,740,323,2125
162,795,256,2100
163,817,228,2089
164,791,277,2135
165,752,321,2145
166,756,302,2115
167,783,268,2100
168,801,261,2122
169,786,268,2106
170,776,307,2164
171,765,336,2202
172,791,295,2169
173,808,268,2150
174,792,274,2130
175,785,289,2146
176,758,311,2136
177,762,297,2117
178,783,287,2138
179,789,268,2113
180,804,258,2122
181,793,300,2185
182,761,325,2170
183,782,340,2242
184,814,316,2258
185,852,272,2246
186,844,293,2272
187,825,326,2300
188,833,363,2390
189,838,357,2388
190,872,338,2419
191,867,331,2394
192,894,317,2419
193,882,326,2415
194,882,339,2440
195,871,350,2439
196,897,342,2477
197,904,321,2447
198,920,312,2463
199,918,296,2426
200,902,331,2466
201,885,340,2449
202,908,296,2405
203,901,301,2403
204,859,310,2336
205,843,314,2314
206,828,329,2312
207,834,300,2266
208,840,298,2274
209,832,331,2325
210,823,325,2293
211,824,315,2276
212,842,343,2364
213,835,359,2385
214,885,304,2375
215,903,276,2356
216,891,283,2346
217,859,305,2326
218,848,320,2336
219,856,307,2321
220,883,327,2417
