,Ant,Larva,Food
1,100,0,0
2,100,0,15
3,75,0,81
4,57,13,140
5,50,29,157
6,50,34,167
7,58,39,193
8,69,40,215
9,79,48,250
10,86,65,298
11,104,56,317
12,118,63,368
13,125,73,393
14,147,90,473
15,162,111,545
16,197,81,553
17,228,68,589
18,217,92,616
19,218,119,672
20,220,144,727
21,258,143,800
22,298,115,823
23,328,105,864
24,328,126,906
25,319,173,983
26,336,165,999
27,382,119,998
28,392,111,1003
29,387,133,1038
30,375,182,1112
31,386,189,1148
32,426,150,1150
33,429,133,1123
34,437,132,1137
35,419,165,1166
36,418,188,1208
37,436,192,1254
38,464,190,1305
39,484,196,1360
40,498,204,1401
41,515,193,1414
42,526,187,1423
43,526,221,1491
44,523,254,1552
45,544,213,1512
46,576,157,1464
47,572,174,1489
48,540,195,1467
49,530,212,1481
50,547,224,1539
51,566,230,1590
52,572,228,1597
53,595,190,1567
54,590,203,1585
55,550,236,1568
56,585,201,1569
57,612,178,1577
58,589,248,1672
59,581,255,1671
60,608,201,1617
61,621,186,1613
62,601,195,1590
63,579,227,1609
64,562,253,1629
65,579,226,1608
66,608,192,1596
67,601,217,1633
68,615,233,1694
69,612,252,1727
70,624,236,1719
71,649,233,1761
72,643,249,1781
73,657,235,1782
74,664,215,1756
75,657,261,1834
76,640,283,1845
77,670,245,1828
78,681,249,1859
79,689,242,1860
80,707,238,1889
81,687,274,1919
82,692,281,1943
83,712,252,1927
84,700,264,1927
85,672,283,1910
86,694,251,1887
87,716,252,1933
88,688,280,1934
89,685,290,1949
90,707,278,1964
91,740,275,2028
92,752,285,2072
93,752,290,2083
94,751,276,2053
95,766,241,2012
96,751,288,2075
97,707,362,2136
98,758,312,2140
99,797,263,2117
100,788,294,2163
101,777,302,2155
102,794,298,2183
103,762,306,2133
104,766,292,2114
105,744,320,2127
106,777,289,2131
107,795,296,2181
108,772,320,2183
109,795,263,2114
110,814,257,2139
111,773,309,2161
112,776,301,2150
113,797,270,2131
114,809,274,2164
115,788,307,2187
116,771,319,2179
117,788,288,2150
118,795,277,2143
119,781,282,2123
120,791,266,2113
121,793,269,2121
122,751,301,2101
123,751,310,2121
124,772,271,2083
125,798,281,2157
126,759,342,2200
127,769,331,2200
128,821,261,2163
129,826,255,2160
130,797,302,2197
131,779,314,2183
132,803,286,2174
133,806,275,2159
134,802,274,2149
135,792,309,2198
136,781,330,2222
137,799,284,2163
138,813,268,2159
139,790,272,2122
140,787,266,2105
141,762,302,2127
142,763,332,2187
143,784,298,2161
144,804,280,2165
145,795,307,2203
146,809,290,2197
147,819,275,2185
148,804,299,2203
149,791,320,2219
150,813,302,2227
151,831,260,2181
152,813,312,2249
153,775,380,2309
154,808,320,2254
155,864,271,2269
156,836,341,2352
157,808,408,2430
158,837,364,2402
159,891,298,2378
160,878,317,2387
161,870,351,2441
162,846,387,2464
163,864,332,2389
164,880,320,2399
165,872,298,2339
166,861,272,2263
167,826,304,2258
168,794,333,2254
169,795,308,2204
170,818,283,2201
171,787,295,2163
172,797,331,2255
173,801,328,2250
174,833,270,2204
175,842,274,2230
176,831,340,2341
177,830,362,2383
178,856,330,2366
179,886,277,2325
180,901,243,2287
181,818,331,2297
182,784,406,2378
183,826,337,2323
184,884,267,2300
185,871,280,2300
186,857,283,2279
187,847,281,2253
188,822,311,2264
189,815,303,2234
190,807,315,2241
191,777,361,2275
192,791,342,2263
193,834,293,2253
194,838,297,2268
195,848,274,2241
196,838,282,2239
197,805,329,2265
198,822,347,2336
199,843,344,2371
200,860,355,2427
201,870,356,2449
202,917,297,2425
203,896,311,2412
204,867,373,2479
205,868,365,2465
206,890,337,2453
207,908,296,2406
208,909,296,2410
209,869,359,2455
210,834,410,2487
211,895,352,2492
212,946,313,2515
213,914,353,2531
214,901,335,2470
215,922,321,2484
216,882,365,2492
217,894,350,2485
218,908,311,2437
219,891,332,2443
220,882,333,2429
221,887,291,2353
222,881,312,2384
223,836,365,2397
224,865,368,2462
225,891,356,2493
226,940,327,2531
227,930,325,2509
228,924,316,2479
229,912,338,2499
230,882,372,2507
231,881,389,2538
232,907,322,2457
233,966,211,2352
234,921,283,2405
235,825,414,2475
236,838,393,2459
237,932,269,2401
238,973,244,2432
239,884,335,2435
240,838,371,2415
241,866,343,2416
242,886,333,2436
243,915,295,2417
244,906,310,2428
245,859,366,2448
246,892,336,2454
247,885,373,2514
248,891,357,2495
249,933,300,2465
250,933,288,2440
251,899,359,2515
252,863,433,2590
253,892,423,2629
254,939,371,2619
255,985,318,2604
256,976,317,2583
257,967,334,2602
258,969,352,2640
259,950,390,2679
260,992,373,2728
261,1010,327,2673
262,995,318,2624
263,970,370,2677
264,955,379,2667
265,988,358,2692
266,983,352,2667
267,1016,325,2680
268,1005,349,2707
269,971,348,2637
270,983,352,2667
271,980,337,2631
272,1005,264,2535
273,977,293,2538
274,929,382,2619
275,956,349,2607
276,1005,296,2601
277,1021,326,2693
278,992,376,2733
279,981,365,2689
280,1032,285,2634
281,1046,301,2691
282,995,354,2695
283,993,352,2690
284,992,324,2630
285,1008,364,2741
286,984,368,2701
287,1030,283,2625
288,997,326,2645
289,955,378,2665
290,971,341,2621
291,982,302,2566
292,994,287,2561
293,947,317,2527
294,926,374,2597
295,947,357,2606
296,980,305,2568
297,986,319,2607
298,981,335,2632
