,Ant,Larva,Food
1,100,0,0
2,100,0,54
3,78,0,137
4,67,35,204
5,50,67,233
6,72,48,239
7,95,45,278
8,101,54,309
9,106,59,328
10,122,62,368
11,141,48,376
12,145,64,416
13,135,113,496
14,154,90,487
15,194,38,456
16,203,70,546
17,177,128,610
18,192,109,601
19,239,77,631
20,242,100,683
21,243,114,712
22,263,102,728
23,276,100,751
24,284,121,801
25,285,147,864
26,320,125,888
27,352,98,898
28,358,129,973
29,353,181,1068
30,363,173,1072
31,404,135,1078
32,419,132,1100
33,410,171,1161
34,406,220,1252
35,434,184,1235
36,486,130,1232
37,500,139,1277
38,475,180,1309
39,455,216,1340
40,481,199,1359
41,503,195,1395
42,516,186,1403
43,544,168,1423
44,528,204,1463
45,520,209,1456
46,546,199,1488
47,538,238,1551
48,557,228,1569
49,598,216,1625
50,584,240,1647
51,616,239,1709
52,642,229,1741
53,660,228,1774
54,664,250,1828
55,669,264,1866
56,709,227,1870
57,741,210,1900
58,733,286,2036
59,699,341,2079
60,769,251,2039
61,811,217,2056
62,787,293,2160
63,782,303,2168
64,812,271,2164
65,821,273,2186
66,815,269,2163
67,815,245,2120
68,809,264,2145
69,787,290,2154
70,784,256,2078
71,805,244,2096
72,791,259,2099
73,788,280,2134
74,804,283,2173
75,817,294,2222
76,799,308,2213
77,813,285,2196
78,819,291,2220
79,818,302,2239
80,826,281,2212
81,856,248,2206
82,846,246,2184
83,810,282,2183
84,789,287,2150
85,779,290,2138
86,764,281,2090
87,802,239,2080
88,791,251,2082
89,766,299,2130
90,773,271,2088
91,789,271,2118
92,785,272,2112
93,779,253,2064
94,777,248,2050
95,772,242,2025
96,760,269,2057
97,755,309,2128
98,776,290,2132
99,805,240,2089
100,809,256,2128
101,788,286,2146
102,806,288,2186
103,812,277,2177
104,815,268,2165
105,823,268,2180
106,838,286,2246
107,832,312,2286
108,843,295,2274
109,845,288,2264
110,846,292,2274
111,872,283,2308
112,859,305,2326
113,867,292,2317
114,876,285,2321
115,868,331,2397
116,877,338,2430
117,913,298,2422
118,917,297,2427
119,901,293,2382
120,914,291,2408
121,894,327,2442
122,907,319,2450
123,929,321,2498
124,931,332,2525
125,938,344,2564
126,955,356,2622
127,969,339,2616
128,998,324,2643
129,981,348,2656
130,977,359,2672
131,985,316,2600
132,990,300,2580
133,963,347,2620
134,962,350,2623
135,982,322,2607
136,1004,328,2662
137,998,343,2680
138,999,350,2697
139,1018,329,2693
140,1033,345,2755
141,1019,368,2772
142,1040,334,2746
143,1032,326,2716
144,1013,372,2769
145,1023,370,2785
146,1042,354,2790
147,1045,341,2770
148,1045,352,2792
149,1029,340,2736
150,1049,323,2744
151,1025,316,2681
152,1012,312,2648
153,1006,341,2693
154,1020,333,2703
155,1003,337,2680
156,976,361,2674
157,984,343,2654
158,1015,307,2642
159,1010,324,2667
160,996,363,2717
161,1004,353,2713
162,1022,321,2684
163,1010,337,2691
164,1018,358,2752
165,1031,335,2732
166,1030,321,2701
167,1021,338,2717
168,1010,336,2691
169,1007,360,2734
170,1008,362,2739
171,1043,314,2712
172,1039,307,2687
173,1031,309,2678
174,998,357,2710
175,990,356,2692
176,1034,299,2665
177,1037,281,2636
178,1015,326,2681
179,978,363,2680
180,978,351,2657
181,997,326,2645
182,1007,312,2636
183,986,328,2627
184,954,369,2644
185,964,362,2650
186,995,305,2599
187,1003,275,2555
188,970,331,2600
189,954,333,2572
190,954,322,2550
191,939,371,2619
192,972,359,2662
193,1015,293,2614
194,1017,300,2632
195,961,382,2684
196,964,392,2711
197,996,351,2692
198,1018,331,2697
199,1014,356,2740
200,1011,424,2869
201,1043,370,2825
202,1104,299,2805
203,1066,368,2867
204,1041,432,2944
205,1045,432,2952
206,1100,381,2962
207,1124,355,2958
208,1102,388,2978
209,1077,388,2929
210,1103,348,2901
211,1092,326,2835
212,1075,316,2782
213,1063,382,2890
214,1026,452,2956
215,1070,375,2889
216,1099,314,2824
217,1097,306,2805
218,1068,331,2796
219,1019,350,2737
220,1021,366,2774
221,1012,374,2772
222,1048,332,2759
223,1054,330,2767
224,1028,350,2756
225,1029,356,2768
226,1017,361,2754
227,1021,338,2718
228,1037,307,2686
229,1025,333,2716
230,975,371,2691
231,993,358,2702
232,1018,306,2646
233,1031,309,2680
234,1010,348,2716
235,996,390,2772
236,986,370,2711
237,1025,339,2728
238,1016,380,2792
239,1034,345,2756
240,1049,294,2684
241,1026,309,2669
242,973,378,2700
243,958,412,2740
244,1012,338,2696
245,1048,279,2652
246,993,338,2661
247,952,426,2754
248,979,364,2686
249,1040,273,2626
250,1027,341,2734
251,971,433,2806
252,1027,386,2826
253,1083,364,2894
254,1090,444,3067
255,1104,399,3005
256,1161,350,3021
257,1135,389,3047
258,1137,406,3085
259,1140,372,3024
260,1139,377,3030
261,1122,369,2980
262,1169,327,2990
263,1116,376,2983
264,1072,427,2997
265,1102,393,2989
266,1122,359,2960
267,1112,358,2939
268,1103,365,2936
269,1113,356,2937
270,1118,334,2901
271,1103,372,2949
272,1087,393,2960
273,1098,373,2942
274,1103,386,2977
275,1098,369,2933
276,1117,349,2932
277,1103,390,2985
278,1113,425,3074
279,1118,430,3094
280,1146,391,3072
281,1168,370,3074
282,1149,392,3082
283,1158,357,3028
284,1149,367,3031
285,1095,436,3061
286,1121,391,3023
287,1146,356,3003
288,1128,393,3039
289,1123,424,3093
290,1150,421,3142
291,1168,374,3082
292,1184,383,3133
293,1180,416,3192
294,1214,389,3204
295,1237,346,3164
296,1216,355,3142
297,1172,415,3172
298,1157,435,3183
299,1184,457,3282
300,1194,465,3317
301,1241,407,3295
302,1252,422,3348
303,1245,430,3349
304,1288,353,3282
305,1260,393,3306
306,1236,472,3414
307,1236,467,3404
308,1272,414,3370
309,1288,392,3358
310,1262,421,3366
311,1255,446,3402
312,1256,413,3336
313,1272,389,3320
314,1260,360,3238
315,1234,431,3329
316,1174,457,3262
317,1233,368,3200
318,1210,378,3176
319,1176,375,3100
320,1194,323,3032
321,1181,377,3114
322,1140,420,3118
323,1134,390,3046
324,1143,387,3058
325,1138,416,3107
326,1146,419,3130
327,1159,434,3186
328,1188,402,3179
329,1192,406,3196
330,1156,438,3188
331,1199,399,3194
332,1220,370,3180
333,1201,367,3134
334,1190,390,3158
335,1160,432,3184
336,1173,393,3131
337,1214,343,3113
338,1161,382,3084
339,1123,415,3075
340,1128,384,3024
341,1139,366,3009
342,1129,355,2967
343,1126,397,3044
344,1108,411,3038
345,1139,365,3008
346,1142,370,3024
347,1117,434,3102
348,1138,408,3092
349,1180,347,3054
350,1163,369,3064
351,1155,375,3058
352,1136,405,3080
353,1122,414,3070
354,1152,368,3038
355,1147,386,3065
356,1131,412,3086
357,1142,402,3086
358,1144,414,3115
359,1138,429,3134
360,1177,371,3096
361,1167,365,3063
362,1131,417,3095
363,1127,453,3160
364,1160,415,3150
365,1197,376,3144
366,1194,382,3150
367,1177,423,3199
368,1177,433,3220
369,1207,370,3154
370,1231,374,3210
371,1201,406,3214
372,1192,443,3268
373,1190,475,3328
374,1225,440,3329
375,1269,407,3352
376,1276,359,3269
377,1257,391,3295
378,1190,488,3355
379,1200,513,3424
380,1269,414,3362
381,1326,325,3302
382,1291,374,3330
383,1237,418,3309
384,1220,410,3259
385,1227,415,3283
386,1229,408,3272
387,1220,458,3354
388,1212,447,3318
389,1247,405,3304
390,1259,358,3231
391,1250,339,3178
392,1215,399,3227
393,1159,441,3198
394,1183,394,3154
395,1198,360,3114
396,1166,394,3119
397,1150,383,3065
398,1163,374,3072
399,1135,423,3116
400,1146,418,3127
401,1170,424,3187
402,1165,413,3154
403,1216,333,3096
404,1211,367,3156
405,1154,413,3132
406,1198,351,3096
407,1163,370,3064
408,1121,414,3070
409,1122,448,3140
410,1146,433,3156
411,1188,374,3124
412,1181,346,3052
413,1190,298,2976
414,1140,341,2962
415,1073,439,3024
416,1090,448,3076
417,1144,383,3052
418,1176,373,3097
419,1142,414,3111
420,1127,428,3108
421,1157,382,3076
422,1181,313,2986
423,1145,347,2984
424,1087,431,3034
425,1109,421,3059
426,1160,368,3054
427,1160,394,3106
428,1145,421,3130
429,1153,439,3184
430,1162,419,3160
431,1210,369,3157
432,1196,389,3170
433,1209,408,3234
434,1207,388,3189
435,1185,422,3214
436,1164,454,3234
437,1201,434,3268
438,1211,423,3266
439,1240,388,3256
440,1230,421,3301
441,1197,465,3324
442,1240,408,3295
443,1259,353,3223
444,1210,438,3294
445,1179,526,3409
446,1249,467,3430
447,1314,386,3398
448,1319,373,3384
449,1260,450,3418
450,1235,416,3300
451,1266,378,3286
452,1227,440,3332
453,1224,472,3391
454,1237,442,3356
455,1283,380,3324
456,1245,405,3298
457,1232,431,3324
458,1242,382,3246
459,1246,367,3226
460,1229,385,3228
461,1222,432,3306
462,1214,455,3338
463,1237,433,3339
464,1263,432,3388
465,1275,429,3407
466,1265,421,3370
467,1270,402,3342
468,1265,407,3344
469,1231,435,3330
470,1230,462,3383
471,1249,428,3353
472,1289,392,3361
473,1281,399,3358
474,1246,427,3345
475,1240,460,3398
476,1261,448,3418
477,1292,429,3440
478,1286,442,3456
479,1303,451,3506
480,1304,483,3574
481,1325,458,3565
482,1374,372,3492
483,1334,418,3504
484,1281,497,3556
485,1300,448,3495
486,1326,385,3420
487,1314,370,3367
488,1280,379,3317
489,1223,454,3352
490,1223,474,3392
491,1266,425,3380
492,1286,381,3333
493,1294,353,3292
494,1247,414,3321
495,1199,462,3321
496,1216,458,3347
497,1242,435,3352
498,1270,385,3308
499,1255,382,3274
500,1247,436,3365
501,1239,446,3369
502,1268,407,3348
503,1270,401,3340
504,1263,378,3280
505,1231,409,3280
506,1211,429,3279
507,1236,406,3282
508,1225,387,3224
509,1207,372,3157
510,1199,379,3154
511,1175,398,3145
512,1177,390,3134
513,1185,387,3142
514,1173,407,3158
515,1170,409,3153
516,1188,377,3130
517,1197,348,3090
518,1167,394,3121
519,1164,394,3115
520,1174,405,3156
521,1157,434,3182
522,1179,452,3261
523,1184,430,3228
524,1227,380,3212
525,1215,401,3230
526,1182,420,3202
527,1187,414,3202
528,1218,388,3211
529,1212,381,3186
530,1210,416,3251
531,1212,447,3317
532,1232,430,3321
533,1245,431,3351
534,1267,406,3345
535,1274,410,3366
536,1253,430,3366
537,1290,391,3361
538,1272,393,3330
539,1228,437,3328
540,1232,410,3284
541,1243,381,3246
542,1221,404,3250
543,1196,421,3232
544,1194,444,3274
545,1208,429,3270
546,1259,380,3276
547,1238,386,3248
548,1236,422,3315
549,1244,396,3279
550,1241,416,3312
551,1231,402,3266
552,1275,369,3287
553,1230,388,3234
554,1213,393,3211
555,1207,429,3270
556,1206,416,3242
557,1220,379,3193
558,1208,396,3206
559,1213,373,3172
560,1219,380,3198
