,Ant,Larva,Food
1,100,0,0
2,100,0,35
3,90,0,106
4,78,10,174
5,69,43,223
6,71,60,259
7,96,52,295
8,112,51,322
9,132,39,338
10,146,50,388
11,150,55,408
12,161,47,413
13,176,85,519
14,183,107,579
15,222,91,623
16,248,88,668
17,253,95,695
18,279,113,782
19,297,121,830
20,325,123,895
21,352,138,977
22,387,153,1078
23,422,152,1146
24,454,149,1205
25,469,175,1286
26,490,176,1330
27,528,186,1427
28,553,191,1486
29,583,177,1517
30,607,170,1552
31,616,188,1607
32,639,197,1671
33,673,168,1679
34,692,181,1745
35,691,235,1851
36,731,238,1937
37,785,203,1976
38,805,187,1981
39,813,202,2029
40,821,231,2101
41,825,272,2191
42,853,258,2220
43,889,229,2228
44,924,249,2345
45,916,310,2451
46,944,320,2521
47,993,263,2509
48,1038,235,2545
49,1035,254,2577
50,1013,281,2586
51,1000,327,2653
52,1032,320,2701
53,1078,326,2805
54,1092,331,2844
55,1144,302,2891
56,1167,325,2982
57,1176,334,3019
58,1179,323,3003
59,1208,312,3037
60,1233,296,3055
61,1205,313,3032
62,1215,316,3060
63,1219,318,3071
64,1222,309,3057
65,1243,307,3098
66,1228,348,3150
67,1216,359,3147
68,1260,353,3224
69,1285,369,3306
70,1311,343,3305
71,1347,353,3397
72,1341,383,3445
73,1351,378,3457
74,1381,356,3472
75,1376,429,3607
76,1388,426,3626
77,1453,347,3597
78,1471,344,3628
79,1445,407,3701
80,1444,435,3757
81,1474,364,3673
82,1504,361,3728
83,1456,426,3761
84,1452,463,3827
85,1488,415,3804
86,1548,350,3795
87,1519,384,3804
88,1488,410,3795
89,1465,415,3758
90,1490,408,3795
91,1496,408,3806
92,1518,382,3798
93,1518,372,3779
94,1506,365,3739
95,1489,386,3746
96,1453,433,3771
97,1456,432,3776
98,1479,409,3775
99,1502,403,3809
100,1514,395,3815
101,1507,373,3759
102,1516,374,3778
103,1478,459,3871
104,1470,482,3901
105,1528,429,3911
106,1550,441,3979
107,1559,456,4028
108,1602,411,4023
109,1589,426,4027
110,1568,455,4043
111,1561,444,4008
112,1595,432,4051
113,1598,450,4093
114,1614,470,4165
115,1622,483,4208
116,1652,446,4193
117,1672,417,4177
118,1674,444,4233
119,1677,475,4301
120,1684,452,4271
121,1703,454,4313
122,1695,490,4368
123,1710,477,4371
124,1727,464,4381
125,1701,520,4441
126,1734,516,4498
127,1778,473,4501
128,1790,462,4501
129,1808,468,4550
130,1793,516,4617
131,1799,476,4547
132,1839,438,4553
133,1797,492,4577
134,1781,497,4555
135,1810,469,4557
136,1793,487,4558
137,1803,445,4494
138,1801,427,4456
139,1769,432,4399
140,1779,411,4379
141,1770,442,4424
142,1736,500,4471
143,1738,497,4468
144,1772,475,4491
145,1779,414,4385
146,1779,465,4483
147,1732,542,4545
148,1802,491,4571
149,1807,440,4491
150,1812,454,4530
151,1779,540,4636
152,1781,550,4661
153,1832,489,4641
154,1856,420,4550
155,1846,393,4477
156,1805,426,4459
157,1774,447,4440
158,1743,452,4388
159,1725,530,4508
160,1725,543,4535
161,1810,446,4511
162,1833,447,4557
163,1805,492,4592
164,1792,556,4695
165,1795,546,4679
166,1829,464,4583
167,1841,451,4582
168,1804,500,4605
169,1811,519,4658
170,1828,443,4539
171,1820,412,4463
172,1754,492,4489
173,1736,501,4473
174,1770,493,4525
175,1775,496,4540
176,1786,468,4507
177,1810,453,4521
178,1788,423,4421
179,1776,421,4391
180,1726,484,4419
181,1733,446,4355
182,1752,392,4285
183,1747,386,4264
184,1692,445,4273
185,1642,492,4267
186,1665,457,4243
