,Ant,Larva,Food
1,100,0,0
2,100,0,40
3,69,0,105
4,55,12,133
5,41,43,166
6,45,49,188
7,66,30,191
8,75,31,210
9,75,48,245
10,81,57,274
11,98,47,287
12,118,31,298
13,120,47,330
14,110,77,374
15,126,68,386
16,154,50,403
17,158,73,462
18,150,83,464
19,169,62,462
20,181,78,517
21,177,96,545
22,193,80,544
23,207,92,597
24,211,104,629
25,224,102,650
26,242,85,653
27,250,91,680
28,246,141,772
29,255,143,796
30,307,91,794
31,326,91,832
32,311,125,870
33,317,147,928
34,331,158,976
35,366,138,1005
36,381,105,972
37,374,117,980
38,360,161,1041
39,363,169,1062
40,390,152,1082
41,412,155,1132
42,412,171,1165
43,414,192,1212
44,439,192,1260
45,475,182,1312
46,480,202,1363
47,504,214,1436
48,532,220,1504
49,564,201,1528
50,570,210,1559
51,576,242,1635
52,588,236,1646
53,623,188,1616
54,614,212,1652
55,599,260,1718
56,629,227,1712
57,651,217,1734
58,644,227,1740
59,646,222,1734
60,656,236,1783
61,674,233,1812
62,672,230,1803
63,670,230,1796
64,691,208,1796
65,684,188,1744
66,671,226,1793
67,633,269,1802
68,656,222,1756
69,704,161,1730
70,671,211,1762
71,627,261,1774
72,639,266,1809
73,663,269,1862
74,676,257,1864
75,712,243,1909
76,701,245,1892
77,705,239,1886
78,704,233,1872
79,715,222,1874
80,708,240,1893
81,703,265,1933
82,721,284,2009
83,723,255,1956
84,750,256,2011
85,728,283,2020
86,745,266,2022
87,761,279,2079
88,755,264,2036
89,789,217,2012
90,767,233,2000
91,741,282,2044
92,743,286,2058
93,783,240,2046
94,785,260,2088
95,756,335,2181
96,796,299,2190
97,828,246,2147
98,807,230,2074
99,790,256,2092
100,758,279,2074
101,786,263,2097
102,805,257,2122
103,802,259,2122
104,800,272,2143
105,779,295,2147
106,774,287,2122
107,806,255,2119
108,822,235,2112
109,820,246,2132
110,798,277,2149
111,768,307,2145
112,773,284,2113
113,804,250,2108
114,786,294,2156
115,790,303,2184
116,801,293,2188
117,813,280,2184
118,821,259,2156
119,818,260,2155
120,822,229,2101
121,806,217,2045
122,762,265,2054
123,741,318,2116
124,771,286,2114
125,796,257,2099
126,802,246,2094
127,806,229,2070
128,782,265,2092
129,774,299,2146
130,786,293,2158
131,787,287,2148
132,793,283,2151
133,800,304,2208
134,808,290,2194
135,825,262,2174
136,823,261,2167
137,824,274,2194
138,805,310,2228
139,804,310,2228
140,850,267,2231
141,864,242,2210
142,858,244,2203
143,838,275,2225
144,799,315,2228
145,813,308,2242
146,842,276,2235
147,844,283,2253
148,862,297,2316
149,862,299,2322
150,873,321,2387
151,866,314,2359
152,889,304,2386
153,881,297,2352
154,887,282,2336
155,859,295,2306
156,844,329,2346
157,860,326,2371
158,889,305,2386
159,895,299,2388
160,889,294,2366
161,891,277,2334
162,886,312,2392
163,880,301,2360
164,896,251,2294
165,874,286,2319
166,849,321,2339
167,858,304,2323
168,874,265,2278
169,886,250,2272
170,849,291,2279
171,815,322,2272
172,843,282,2250
173,858,247,2208
174,857,258,2229
175,834,317,2301
176,828,325,2302
177,867,258,2250
178,861,249,2220
179,822,291,2224
180,818,275,2185
181,823,279,2203
182,823,283,2210
183,833,261,2187
184,829,263,2183
185,830,306,2270
186,812,357,2337
187,853,337,2380
188,887,296,2366
189,911,276,2374
190,883,307,2379
191,860,344,2406
192,896,274,2338
193,917,280,2394
194,859,348,2414
195,886,280,2330
196,914,230,2285
197,887,289,2350
198,883,327,2420
199,897,294,2382
200,891,281,2344
201,886,281,2334
202,896,309,2410
203,879,340,2438
204,907,321,2454
205,935,268,2404
206,946,247,2384
207,897,298,2389
208,854,340,2387
209,884,316,2399
210,909,271,2360
211,908,281,2377
212,878,346,2448
213,892,340,2464
214,924,298,2444
215,934,300,2467
216,937,299,2472
217,927,329,2510
218,907,335,2484
219,906,318,2448
220,925,329,2507
221,920,321,2480
222,926,312,2476
223,939,300,2477
224,925,327,2502
225,926,339,2528
226,919,343,2524
227,928,361,2578
228,936,346,2562
229,942,339,2562
230,970,291,2520
231,974,277,2501
232,922,344,2531
233,922,367,2577
234,979,334,2619
235,1015,273,2574
236,1005,292,2593
237,926,351,2553
238,925,320,2490
239,955,303,2516
240,939,303,2482
241,936,299,2469
242,939,301,2479
243,943,341,2567
244,924,325,2497
245,958,293,2502
246,950,304,2507
247,931,313,2486
248,924,342,2530
249,938,315,2505
250,965,269,2466
251,943,326,2537
252,903,401,2607
253,957,354,2621
254,1006,303,2618
255,1012,304,2631
256,963,332,2588
257,934,366,2600
258,970,323,2586
259,1007,288,2589
260,975,341,2632
261,947,374,2640
262,988,280,2535
263,1000,267,2533
264,957,329,2565
265,936,364,2599
266,953,315,2534
267,980,294,2547
268,968,325,2585
269,939,354,2585
270,962,316,2554
271,988,271,2516
272,955,319,2547
273,948,337,2569
274,960,327,2574
275,943,335,2555
276,946,328,2547
277,947,327,2548
278,955,315,2538
279,952,297,2498
280,935,328,2524
281,936,365,2602
282,947,352,2592
283,1001,301,2602
284,1018,320,2674
285,961,360,2642
286,980,362,2682
287,991,339,2659
288,1003,348,2700
289,991,382,2741
290,1017,356,2744
291,1044,322,2730
292,1030,356,2770
293,1001,387,2776
294,1035,338,2744
295,1056,304,2719
296,1048,319,2734
297,1025,401,2851
298,996,464,2919
299,1061,376,2873
300,1094,298,2784
301,1086,311,2793
302,1040,375,2830
303,1034,385,2838
304,1038,392,2860
305,1046,391,2874
306,1075,332,2814
307,1063,351,2828
308,1029,398,2854
309,1054,401,2909
310,1096,333,2856
311,1124,292,2830
312,1081,375,2912
313,1041,428,2937
314,1073,380,2905
315,1083,370,2904
316,1092,347,2878
317,1101,357,2916
318,1088,343,2860
319,1082,324,2810
320,1060,354,2828
321,1058,340,2794
322,1050,351,2801
323,1007,390,2792
324,1041,384,2850
325,1051,372,2846
326,1077,362,2877
327,1047,351,2795
328,1067,314,2761
329,1050,308,2716
330,1004,375,2756
331,1004,359,2725
332,1042,305,2693
333,1013,323,2672
334,1010,340,2699
335,1001,362,2724
336,997,342,2678
337,1027,338,2729
338,1016,367,2765
339,1009,346,2709
340,1012,327,2678
341,992,345,2673
342,984,372,2711
343,1017,359,2750
344,1023,316,2676
345,1037,322,2718
346,1024,364,2775
347,1008,347,2708
348,1011,332,2679
349,1019,339,2715
350,1035,338,2744
351,1017,372,2777
352,996,393,2777
353,1023,338,2721
354,1057,294,2701
355,1045,329,2747
356,1024,366,2778
357,1019,318,2674
358,1014,296,2618
359,976,341,2634
360,955,353,2614
361,992,322,2627
362,997,350,2693
363,995,378,2744
364,1018,370,2776
365,1038,356,2787
366,1053,324,2754
367,1020,362,2764
368,1021,345,2730
369,1053,309,2723
370,1015,347,2723
371,1002,373,2749
372,1020,338,2714
373,1046,269,2627
374,1019,288,2611
375,979,356,2669
376,964,383,2692
377,1014,335,2697
378,1022,313,2668
379,1023,340,2726
380,1001,357,2716
381,1009,363,2744
382,1022,363,2768
383,1061,334,2790
384,1051,326,2752
385,1049,316,2730
386,1050,302,2701
387,1031,373,2808
388,995,442,2872
389,1048,354,2804
390,1118,263,2761
391,1067,350,2832
392,1032,401,2864
393,1033,383,2826
394,1041,374,2828
395,1074,350,2847
396,1071,359,2859
397,1081,364,2888
398,1070,384,2908
399,1047,420,2933
400,1083,381,2928
401,1112,339,2900
402,1110,361,2941
403,1097,392,2977
404,1083,373,2911
405,1129,342,2940
406,1121,338,2916
407,1122,365,2973
408,1078,418,2989
409,1105,374,2957
410,1145,318,2924
411,1105,335,2880
412,1060,399,2918
413,1048,444,2984
414,1102,395,2993
415,1148,329,2953
416,1117,363,2958
417,1100,393,2984
418,1122,355,2954
419,1101,365,2932
420,1080,361,2880
421,1084,337,2841
422,1070,351,2840
423,1032,403,2870
424,1056,403,2918
425,1078,359,2872
426,1105,345,2899
427,1105,364,2936
428,1075,370,2887
429,1101,344,2890
430,1106,356,2922
431,1077,393,2940
432,1077,377,2907
433,1110,355,2929
434,1109,374,2964
435,1099,384,2966
436,1126,368,2987
437,1143,350,2984
438,1129,355,2968
439,1123,339,2924
440,1115,349,2928
441,1078,383,2920
442,1088,370,2916
443,1080,375,2908
444,1101,381,2963
445,1101,345,2890
446,1074,351,2849
447,1063,387,2900
448,1068,391,2918
449,1077,402,2957
450,1076,361,2872
451,1115,287,2804
452,1097,343,2878
453,1036,418,2904
454,1063,373,2870
455,1081,332,2824
456,1077,347,2846
457,1045,400,2890
458,1040,416,2912
459,1084,338,2843
460,1080,307,2772
461,1040,347,2774
462,1012,386,2796
463,1035,351,2771
464,1072,306,2756
465,1044,380,2847
466,1023,441,2926
467,1079,372,2900
468,1123,298,2841
469,1108,323,2861
470,1062,379,2881
471,1046,376,2843
472,1083,340,2844
473,1064,332,2792
474,1035,387,2842
475,1021,399,2840
476,1058,377,2869
477,1079,332,2820
478,1105,283,2776
479,1061,315,2751
480,1020,333,2705
481,1014,343,2714
482,1005,391,2792
483,1006,405,2821
484,1062,302,2726
485,1092,300,2784
486,1030,420,2900
487,1031,452,2966
488,1082,431,3025
489,1135,361,2990
490,1170,368,3075
491,1129,443,3144
492,1147,429,3151
493,1202,363,3128
494,1225,315,3080
495,1190,351,3080
496,1136,412,3095
497,1120,401,3040
498,1154,346,2992
499,1151,340,2981
500,1131,360,2982
501,1104,382,2971
502,1132,349,2960
503,1146,354,2998
504,1119,372,2982
505,1135,354,2976
506,1135,376,3022
507,1117,427,3086
508,1109,392,3002
509,1154,293,2894
510,1119,318,2873
511,1057,393,2900
512,1065,384,2898
513,1104,320,2848
514,1107,330,2874
515,1077,358,2868
516,1075,401,2947
517,1081,396,2953
518,1146,331,2953
519,1110,352,2923
520,1099,383,2963
521,1086,422,3016
522,1094,385,2956
523,1159,316,2948
524,1135,354,2977
525,1097,423,3039
526,1096,430,3051
527,1134,369,3006
528,1165,341,3012
529,1122,363,2970
530,1099,395,2988
531,1081,426,3012
532,1102,384,2972
533,1126,383,3017
534,1123,399,3042
535,1162,358,3040
536,1190,353,3084
537,1156,359,3030
538,1134,362,2991
539,1121,374,2988
540,1121,371,2983
541,1097,391,2975
542,1098,403,3000
543,1129,389,3034
544,1154,367,3040
545,1135,363,2996
546,1156,381,3072
547,1126,418,3088
548,1144,389,3062
549,1178,369,3094
550,1157,429,3170
551,1153,440,3186
552,1201,374,3148
553,1215,384,3196
554,1172,470,3284
555,1190,478,3336
556,1228,421,3298
557,1258,414,3344
558,1257,404,3322
559,1275,368,3284
560,1244,368,3223
561,1215,401,3230
562,1197,421,3235
563,1218,372,3179
564,1226,332,3111
565,1177,402,3157
566,1152,455,3212
567,1164,449,3224
568,1210,367,3153
569,1225,384,3217
570,1167,455,3244
571,1216,366,3164
572,1236,322,3115
573,1205,403,3216
574,1179,435,3226
575,1197,397,3187
576,1197,393,3180
577,1186,390,3151
578,1183,360,3085
579,1183,396,3158
580,1159,429,3176
581,1180,414,3187
582,1197,384,3162
583,1233,300,3064
584,1202,311,3026
585,1125,414,3077
586,1095,409,3007
587,1116,380,2992
588,1118,342,2919
589,1122,348,2938
590,1078,442,3036
591,1104,395,2997
592,1164,355,3038
593,1136,409,3088
594,1121,410,3060
595,1152,359,3021
596,1186,321,3013
597,1142,379,3040
598,1091,432,3044
599,1119,382,3001
600,1155,342,2994
601,1140,357,2992
602,1117,353,2939
603,1109,373,2964
604,1081,403,2968
605,1121,384,3009
606,1117,387,3006
607,1114,418,3064
608,1125,406,3060
609,1131,389,3040
610,1143,386,3058
611,1161,386,3093
612,1170,367,3073
613,1172,356,3054
