,Ant,Larva,Food
1,100,0,0
2,100,0,5
3,83,0,25
4,64,0,66
5,53,9,123
6,42,29,139
7,41,42,161
8,54,48,207
9,73,54,305
10,89,51,278
11,109,23,240
12,115,0,226
13,93,16,215
14,73,32,210
15,70,35,207
16,77,49,251
17,85,71,310
18,100,80,357
19,124,72,418
20,148,81,607
21,153,91,782
22,185,89,975
23,203,106,1262
24,228,134,1545
25,255,160,1746
26,298,186,1988
27,352,180,2144
28,406,189,1944
29,439,250,2168
30,462,278,2128
31,535,269,1879
32,590,301,2121
33,633,331,1925
34,708,166,1745
35,760,65,1649
36,657,379,2069
37,570,520,2177
38,761,235,1887
39,889,24,1737
40,798,37,1669
41,642,139,1561
42,541,190,1459
43,540,156,1388
44,536,239,1546
45,516,377,1775
46,599,389,1966
47,719,179,1788
48,795,155,1897
49,660,266,1850
50,711,309,2037
51,697,260,1912
52,783,227,2012
53,717,261,1953
54,762,279,2079
55,700,362,2121
56,754,246,1999
57,821,131,1901
58,764,404,2333
59,705,441,2291
60,883,242,2244
61,872,329,2399
62,849,312,2320
63,873,257,2238
64,831,245,2134
65,870,106,1950
66,808,97,1808
67,670,208,1754
68,612,248,1719
69,635,247,1762
70,631,186,1622
71,688,147,1668
72,612,326,1874
73,609,375,1965
74,705,362,2132
75,747,404,2292
76,857,221,2131
77,908,65,1937
78,818,242,2117
79,700,343,2085
80,765,217,1963
81,767,242,2016
82,734,293,2049
83,747,318,2119
84,766,241,2012
85,821,96,1781
86,761,76,1672
87,673,118,1580
88,573,174,1493
89,545,180,1446
90,539,128,1333
91,537,68,1207
92,497,99,1190
93,428,148,1151
94,422,103,1047
95,419,113,1061
96,391,136,1052
97,405,87,965
98,390,68,913
99,378,199,1153
100,330,325,1308
101,436,262,1440
102,545,131,1343
103,580,111,1380
104,502,229,1680
105,475,285,1883
106,550,203,1931
107,599,199,2408
108,584,211,2366
109,590,203,2798
110,582,183,2910
111,591,182,2690
112,569,195,2555
113,572,187,2766
114,558,192,2804
115,573,193,3233
116,574,213,3196
117,585,230,3274
118,595,221,3242
119,624,215,3022
120,613,230,3087
121,620,238,3182
122,635,234,2966
123,648,209,2830
124,655,222,2950
125,655,256,3343
126,643,275,3137
127,676,280,2857
128,689,303,2613
129,731,307,2413
130,766,284,2443
131,801,276,2691
132,789,289,2685
133,812,300,2434
134,822,289,2431
135,843,287,2543
136,847,332,2623
137,832,349,2361
138,878,335,2423
139,930,213,2283
140,941,95,2069
141,838,127,1928
142,718,171,1777
143,644,164,1613
144,625,127,1502
145,580,249,1656
146,528,333,1719
147,607,167,1523
148,665,135,1598
149,590,222,1622
150,611,141,1447
151,599,62,1319
152,537,165,1402
153,454,334,1678
154,519,308,1902
155,640,200,1678
156,683,188,1829
157,639,240,2216
158,627,256,2010
159,656,219,1808
160,684,143,1645
161,647,187,1828
162,591,276,2234
163,633,245,2293
164,669,222,2098
165,675,247,1869
166,671,212,1763
167,691,107,1595
168,660,215,1742
169,586,261,1692
170,644,116,1470
171,628,218,1691
172,579,333,1946
173,642,232,1747
174,704,199,1804
175,681,241,1842
176,656,307,2563
177,674,308,2789
178,762,275,2790
179,777,284,2550
180,802,288,2276
181,812,220,2061
182,819,248,2169
183,769,275,2087
184,789,182,1939
185,780,214,1986
186,726,333,2112
187,731,275,2011
188,786,239,2048
189,729,247,1929
190,759,113,1740
191,736,67,1603
192,629,116,1487
193,535,162,1392
194,502,302,1605
195,505,426,1861
196,641,245,1733
197,696,267,1886
198,698,281,1955
199,752,211,1923
200,719,366,2282
201,715,406,2292
202,839,299,2334
203,860,219,2156
204,866,329,2752
205,803,425,2584
206,905,349,2505
207,932,273,2408
208,960,274,2462
209,921,252,2344
210,940,358,2593
211,864,373,2471
212,984,141,2183
213,958,131,2176
214,839,255,2186
215,761,261,2031
216,792,210,2003
217,748,266,2025
218,723,204,1844
219,727,207,1866
220,692,211,1803
221,693,152,1621
222,647,114,1520
223,633,113,1489
224,543,288,1660
225,512,288,1596
226,597,138,1389
227,611,35,1276
