,Ant,Larva,Food
1,50,0,23
2,50,0,45
3,50,3,53
4,50,23,40
5,47,32,39
6,41,36,44
7,41,47,46
8,40,51,52
9,52,38,40
10,58,40,46
11,63,35,61
12,74,31,70
13,77,39,76
14,80,44,84
15,85,55,64
16,82,62,81
17,86,70,80
18,97,78,70
19,102,88,76
20,118,92,66
21,122,103,79
22,130,114,77
23,149,112,82
24,165,128,76
25,180,141,66
26,194,155,62
27,218,162,53
28,227,183,49
29,255,191,29
30,282,203,14
31,305,216,4
32,328,230,7
33,354,238,17
34,394,248,7
35,417,259,6
36,437,270,9
37,448,288,2
38,477,302,7
39,492,307,3
40,502,322,3
41,518,322,8
42,546,326,6
43,554,336,4
44,554,335,7
45,567,316,6
46,575,317,4
47,581,311,2
48,596,307,1
49,604,311,1
50,592,294,4
51,590,301,0
52,590,303,2
53,602,285,2
54,590,282,3
55,578,296,3
56,579,283,4
57,570,271,2
58,568,279,2
59,557,277,0
60,562,276,1
61,554,280,1
62,549,284,3
63,539,274,1
64,553,284,3
65,570,276,2
66,559,273,2
67,560,277,4
68,566,274,2
69,570,262,4
70,560,262,5
71,566,278,6
72,569,273,1
73,564,279,0
74,563,302,2
75,564,305,3
76,566,304,1
77,546,298,2
78,527,310,3
79,529,291,2
80,524,275,4
81,524,267,2
82,517,264,1
83,502,246,2
84,504,249,1
85,506,260,0
86,485,255,1
87,485,246,1
88,486,239,1
89,473,232,1
90,460,221,1
91,446,205,0
92,433,201,0
93,424,203,3
94,421,211,2
95,408,196,3
96,401,202,2
97,404,195,2
98,407,189,1
99,403,176,0
100,404,198,11
101,399,199,3
102,401,204,7
103,408,202,10
104,410,211,1
105,407,198,0
106,398,189,4
107,401,187,2
108,408,199,12
109,406,195,3
110,389,208,1
111,383,209,2
112,378,215,4
113,369,197,0
114,360,185,2
115,359,172,2
116,354,169,3
117,369,168,1
118,375,164,5
119,375,177,0
120,354,168,1
121,358,170,2
122,355,172,0
123,355,171,0
124,359,163,1
125,352,171,2
126,359,165,0
127,371,160,2
128,370,167,1
129,369,184,3
130,368,189,3
131,373,192,10
132,374,192,1
133,369,187,3
134,377,194,1
135,379,179,0
136,375,176,0
137,371,170,0
138,368,177,0
139,381,163,4
140,376,166,9
141,371,187,3
142,366,183,8
143,378,179,2
144,376,182,2
145,361,181,5
146,349,169,3
147,342,176,3
148,346,185,7
149,354,188,0
150,361,184,10
151,355,191,2
152,355,189,2
153,370,187,0
154,366,184,2
155,370,189,4
156,371,174,7
