,Ant,Larva,Food
1,100,0,0
2,100,0,90
3,87,4,181
4,78,37,228
5,67,65,260
6,93,56,297
7,115,55,338
8,128,56,367
9,144,64,415
10,153,86,475
11,174,66,472
12,202,52,506
13,208,91,594
14,215,111,649
15,249,98,691
16,272,104,751
17,293,125,834
18,322,130,903
19,359,113,941
20,374,126,999
21,376,156,1062
22,405,141,1091
23,433,135,1134
24,453,147,1199
25,466,185,1300
26,486,187,1345
27,543,144,1371
28,545,190,1467
29,542,213,1508
30,592,193,1568
31,615,194,1616
32,647,174,1640
33,670,185,1707
34,665,235,1798
35,687,247,1866
36,739,217,1910
37,777,186,1922
38,797,208,2007
39,801,246,2090
40,830,265,2187
41,869,234,2203
42,907,211,2233
43,894,242,2270
44,905,242,2291
45,916,286,2401
46,920,297,2433
47,984,227,2419
48,1017,198,2428
49,997,263,2518
50,992,317,2616
51,1011,310,2640
52,1066,262,2653
53,1090,239,2655
54,1096,255,2699
55,1081,286,2733
56,1078,318,2791
57,1089,320,2815
58,1133,305,2874
59,1165,314,2955
60,1184,312,2990
61,1218,275,2983
62,1212,328,3078
63,1200,356,3110
64,1256,300,3111
65,1267,295,3123
66,1247,331,3154
67,1252,363,3229
68,1270,327,3191
69,1314,282,3192
70,1308,287,3187
71,1296,320,3229
72,1300,345,3287
73,1316,328,3287
74,1308,317,3247
75,1312,300,3223
76,1296,332,3255
77,1253,372,3249
78,1306,327,3265
79,1326,310,3271
80,1319,372,3379
81,1302,407,3415
82,1345,388,3465
83,1377,386,3523
84,1432,364,3590
85,1470,317,3574
86,1459,333,3581
87,1428,367,3588
88,1433,374,3611
89,1424,376,3598
90,1444,330,3544
91,1450,321,3541
92,1408,420,3655
93,1408,432,3678
94,1464,347,3619
95,1491,341,3663
96,1485,375,3718
97,1493,386,3756
98,1522,362,3765
99,1535,357,3782
100,1522,370,3781
101,1515,337,3702
102,1530,294,3647
103,1501,301,3602
104,1470,372,3683
105,1454,368,3642
106,1525,252,3553
107,1509,262,3541
108,1448,344,3583
109,1416,390,3610
110,1454,373,3653
111,1515,313,3655
112,1528,326,3705
113,1500,333,3665
114,1518,334,3702
115,1495,377,3742
116,1476,353,3657
117,1517,319,3670
118,1519,347,3729
119,1528,344,3742
120,1507,351,3715
121,1513,363,3751
122,1522,351,3745
123,1541,355,3789
124,1521,354,3747
125,1529,328,3713
126,1549,335,3766
127,1504,367,3741
128,1499,400,3797
129,1492,401,3785
130,1555,361,3830
131,1580,370,3898
132,1585,377,3922
133,1588,400,3975
134,1597,364,3921
135,1630,381,4019
136,1602,404,4009
137,1634,358,3982
138,1641,372,4023
139,1651,358,4017
140,1688,329,4031
141,1642,418,4119
142,1641,411,4103
143,1687,338,4047
144,1686,344,4057
145,1668,414,4162
146,1672,425,4188
147,1705,352,4113
148,1717,327,4086
149,1708,344,4103
150,1678,383,4120
151,1675,421,4192
152,1689,404,4185
153,1711,385,4190
154,1707,384,4180
155,1701,402,4205
156,1710,367,4152
157,1726,303,4057
158,1708,346,4105
159,1642,430,4141
160,1687,393,4159
161,1719,377,4189
162,1730,410,4277
163,1739,388,4252
164,1780,312,4181
165,1757,317,4145
166,1714,384,4195
167,1676,411,4173
168,1703,385,4174
169,1741,363,4207
170,1749,335,4165
171,1749,330,4155
172,1702,371,4145
173,1718,386,4207
174,1728,424,4302
175,1743,437,4359
176,1805,386,4379
177,1834,354,4373
178,1833,385,4433
179,1818,393,4420
180,1834,377,4421
181,1801,397,4393
182,1801,383,4366
183,1800,361,4320
184,1767,368,4269
185,1748,390,4274
186,1745,372,4234
187,1780,352,4261
188,1778,377,4307
189,1739,424,4325
190,1740,418,4313
191,1793,366,4317
192,1796,356,4302
193,1814,390,4407
194,1803,396,4395
195,1814,364,4354
196,1805,384,4376
197,1783,417,4397
198,1811,413,4446
199,1830,403,4463
200,1835,387,4441
201,1833,361,4387
202,1835,352,4372
203,1801,404,4409
204,1795,411,4409
205,1825,368,4378
206,1817,378,4387
207,1808,399,4412
208,1819,409,4453
209,1828,414,4482
210,1846,390,4472
211,1866,375,4481
212,1857,371,4454
213,1836,379,4427
214,1831,395,4441
215,1837,368,4409
216,1863,323,4369
217,1840,371,4420
218,1815,407,4443
219,1810,394,4405
220,1852,337,4375
221,1857,323,4358
222,1841,339,4357
223,1817,405,4442
224,1808,409,4431
225,1841,381,4443
226,1848,376,4446
227,1852,369,4441
228,1849,429,4556
229,1880,366,4490
230,1925,317,4482
231,1854,378,4463
232,1834,407,4478
233,1836,404,4478
234,1863,375,4475
235,1854,351,4409
236,1844,351,4388
237,1820,358,4354
238,1820,364,4365
239,1777,368,4287
240,1777,371,4295
241,1769,363,4263
242,1788,317,4202
243,1783,373,4310
244,1777,397,4345
245,1832,350,4363
246,1834,347,4361
247,1829,385,4427
248,1805,453,4513
249,1827,455,4563
250,1893,363,4511
251,1909,328,4472
252,1885,355,4478
253,1858,400,4515
254,1858,447,4609
255,1887,443,4657
256,1933,412,4689
257,1935,414,4696
258,1929,473,4803
259,1955,417,4741
260,2003,384,4771
261,1970,402,4742
262,1998,350,4695
263,1972,412,4765
264,1929,496,4848
265,2004,380,4765
266,2045,338,4763
267,1981,433,4824
268,1959,467,4845
269,1989,381,4738
270,2025,369,4786
271,1981,423,4807
272,2005,398,4805
273,2020,372,4782
274,2020,443,4924
275,1995,454,4896
276,2076,386,4923
277,2083,442,5049
278,2083,443,5051
279,2133,406,5076
280,2114,418,5063
281,2121,431,5101
282,2121,407,5054
283,2140,419,5115
284,2122,432,5105
285,2152,376,5053
286,2138,392,5057
287,2119,441,5118
288,2129,425,5106
289,2146,419,5129
290,2143,434,5153
291,2152,419,5131
292,2178,420,5193
293,2174,458,5262
294,2195,420,5227
295,2228,374,5202
296,2237,385,5243
297,2216,404,5238
298,2175,459,5267
299,2167,417,5167
300,2221,345,5128
301,2180,384,5127
302,2157,403,5117
303,2144,422,5131
304,2145,410,5108
305,2146,415,5121
306,2131,452,5164
307,2168,431,5196
308,2197,415,5223
309,2216,410,5249
310,2216,407,5244
311,2207,442,5295
312,2194,437,5259
313,2216,419,5269
314,2218,406,5245
315,2242,337,5156
316,2242,348,5177
317,2200,392,5182
318,2200,385,5167
319,2185,401,5171
320,2175,365,5078
321,2196,319,5020
322,2164,326,4978
323,2129,370,4997
324,2094,419,5025
325,2124,375,4996
326,2136,350,4972
327,2100,384,4967
328,2087,427,5027
329,2087,412,4995
330,2108,345,4903
331,2090,330,4839
332,2082,374,4910
333,2029,418,4892
334,2038,425,4923
335,2061,424,4969
336,2072,429,5000
337,2091,399,4978
338,2097,387,4965
339,2080,414,4986
340,2078,421,4996
341,2076,424,4998
342,2068,420,4973
343,2078,351,4857
344,2063,350,4821
345,2017,380,4793
346,1998,404,4802
347,1988,440,4854
348,1981,489,4939
349,2044,403,4893
350,2100,349,4897
351,2068,382,4900
352,2059,416,4948
353,2050,447,4992
354,2071,421,4971
355,2063,466,5057
356,2047,481,5055
357,2110,406,5030
358,2109,437,5090
359,2088,443,5061
360,2131,418,5095
361,2102,448,5098
362,2127,447,5146
363,2157,454,5220
364,2141,475,5230
365,2178,439,5231
366,2194,446,5279
367,2204,451,5309
368,2202,453,5309
369,2197,444,5279
370,2231,444,5347
371,2235,411,5290
372,2238,370,5213
373,2209,392,5201
374,2172,442,5225
375,2161,448,5216
376,2201,375,5150
377,2225,310,5067
378,2182,338,5039
379,2141,410,5100
380,2131,440,5139
381,2155,370,5048
382,2170,334,5005
383,2124,385,5016
384,2104,411,5028
385,2107,418,5048
386,2137,381,5033
387,2154,347,5001
388,2146,387,5064
389,2147,389,5071
390,2153,384,5072
391,2181,367,5094
392,2163,353,5031
393,2167,388,5107
394,2122,452,5145
395,2138,416,5107
396,2182,352,5065
397,2188,367,5107
398,2168,378,5091
399,2165,364,5055
400,2157,372,5055
401,2153,431,5167
402,2129,464,5181
403,2148,419,5133
404,2175,420,5182
405,2151,453,5206
406,2207,403,5219
407,2184,389,5145
408,2158,419,5151
409,2170,472,5283
410,2189,414,5203
411,2237,360,5193
412,2186,432,5235
413,2176,456,5262
414,2199,416,5227
415,2201,434,5268
416,2197,440,5272
417,2216,432,5293
418,2219,449,5334
419,2221,479,5399
420,2228,444,5341
421,2278,390,5333
422,2276,417,5386
423,2265,423,5373
424,2256,412,5335
425,2245,404,5297
426,2224,412,5269
427,2258,444,5401
428,2276,426,5401
429,2319,387,5411
430,2320,393,5425
431,2305,401,5411
432,2285,412,5392
433,2283,447,5459
434,2299,438,5472
435,2370,312,5361
436,2331,323,5306
437,2257,417,5347
438,2214,422,5269
439,2216,377,5184
440,2213,391,5207
441,2210,442,5302
442,2221,386,5212
443,2255,372,5250
444,2200,428,5255
445,2247,383,5257
446,2272,370,5281
447,2240,394,5265
448,2247,413,5317
449,2244,406,5297
450,2253,379,5263
451,2226,371,5189
452,2223,396,5237
453,2207,427,5267
454,2215,403,5233
455,2208,431,5276
456,2206,428,5267
457,2234,442,5349
458,2211,448,5317
459,2263,394,5312
460,2276,388,5325
461,2267,379,5289
462,2242,380,5241
463,2207,423,5258
464,2201,404,5208
465,2238,382,5238
466,2233,391,5246
