,Ant,Larva,Food
1,100,0,0
2,100,0,85
3,87,5,181
4,74,32,210
5,67,62,253
6,82,43,248
7,110,28,272
8,113,56,332
9,117,79,391
10,140,78,434
11,168,73,478
12,188,60,493
13,208,42,499
14,211,68,552
15,204,130,667
16,225,116,679
17,276,75,701
18,289,80,735
19,295,107,800
20,306,134,875
21,335,143,954
22,365,117,957
23,401,92,978
24,413,116,1056
25,398,158,1111
26,418,156,1145
27,470,116,1166
28,489,135,1243
29,490,157,1293
30,514,167,1360
31,531,182,1423
32,579,172,1501
33,608,166,1547
34,629,175,1607
35,635,190,1648
36,661,190,1701
37,684,189,1743
38,682,230,1822
39,708,251,1916
40,759,228,1971
41,795,192,1972
42,817,195,2021
43,832,243,2149
44,831,267,2194
45,879,275,2305
46,905,299,2405
47,946,251,2393
48,982,225,2411
49,986,271,2512
50,985,315,2599
51,980,327,2612
52,1015,308,2641
53,1065,256,2641
54,1085,258,2683
55,1078,311,2777
56,1096,319,2828
57,1126,286,2823
58,1157,312,2935
59,1131,387,3033
60,1160,385,3089
61,1219,322,3080
62,1265,302,3132
63,1273,335,3215
64,1251,343,3187
65,1266,340,3210
66,1289,360,3297
67,1318,376,3385
68,1342,345,3373
69,1370,300,3339
70,1382,343,3448
71,1381,366,3494
72,1378,344,3442
73,1384,348,3463
74,1373,390,3521
75,1370,376,3489
76,1399,328,3454
77,1378,353,3461
78,1368,374,3482
79,1390,378,3533
80,1376,389,3527
81,1401,342,3484
82,1415,319,3466
83,1404,318,3443
84,1390,276,3330
85,1368,331,3398
86,1326,401,3452
87,1371,369,3478
88,1412,336,3493
89,1412,335,3491
90,1389,327,3429
91,1384,323,3412
92,1361,368,3457
93,1385,375,3517
94,1425,354,3555
95,1452,348,3599
96,1444,378,3642
97,1466,357,3644
98,1481,332,3625
99,1475,358,3665
100,1465,383,3693
101,1472,379,3699
102,1505,328,3666
103,1509,356,3728
104,1499,398,3792
105,1536,365,3799
106,1570,348,3835
107,1554,366,3838
108,1541,420,3921
109,1546,402,3894
110,1600,305,3808
111,1576,350,3849
112,1510,400,3819
113,1552,363,3824
114,1565,356,3841
115,1585,351,3870
116,1570,371,3880
117,1577,396,3944
118,1574,391,3927
119,1606,364,3938
120,1631,318,3895
121,1647,342,3975
122,1614,377,3979
123,1625,374,3995
124,1618,350,3935
125,1654,308,3921
126,1613,372,3967
127,1568,446,4027
128,1611,414,4047
129,1648,374,4039
130,1653,347,3998
131,1661,306,3931
132,1654,316,3938
133,1633,375,4014
134,1596,438,4066
135,1614,436,4097
136,1663,346,4011
137,1692,292,3966
138,1663,327,3977
139,1646,339,3969
140,1625,357,3963
141,1598,380,3955
142,1639,328,3933
143,1623,321,3886
144,1612,346,3915
145,1607,343,3898
146,1626,309,3869
147,1630,313,3883
148,1616,371,3973
149,1600,400,3999
150,1632,400,4062
151,1666,409,4148
152,1698,350,4086
153,1758,292,4099
154,1722,370,4183
155,1672,445,4233
156,1708,417,4249
157,1768,368,4270
158,1794,342,4269
159,1775,384,4316
160,1751,423,4346
161,1795,370,4327
162,1797,394,4380
163,1786,405,4380
164,1818,371,4375
165,1799,403,4403
166,1827,412,4476
167,1843,384,4448
168,1852,371,4442
169,1872,339,4421
170,1860,335,4388
171,1840,390,4458
172,1833,398,4459
173,1843,353,4391
174,1853,375,4453
175,1858,365,4444
176,1874,358,4462
177,1869,369,4473
178,1889,316,4407
179,1901,308,4416
180,1861,332,4385
181,1857,342,4395
182,1873,328,4400
183,1855,349,4406
184,1850,378,4453
185,1853,335,4375
186,1862,330,4383
187,1842,385,4452
188,1841,355,4389
189,1871,342,4425
190,1861,337,4394
191,1877,310,4371
192,1855,330,4368
193,1847,350,4391
194,1841,370,4421
195,1860,342,4398
196,1884,334,4435
197,1856,336,4382
198,1862,328,4380
199,1848,358,4411
200,1837,363,4399
201,1841,327,4333
202,1858,327,4367
203,1845,326,4340
204,1869,325,4387
205,1858,341,4392
206,1857,332,4376
207,1852,347,4397
208,1833,360,4385
209,1846,345,4380
210,1870,321,4381
211,1873,337,4419
212,1862,404,4529
213,1869,386,4507
214,1903,337,4477
215,1933,322,4507
216,1905,385,4579
217,1886,430,4629
218,1920,379,4593
219,1940,369,4615
220,1927,369,4591
221,1937,376,4624
222,1904,419,4645
223,1930,358,4575
224,1923,401,4646
225,1898,447,4689
226,1914,427,4680
227,1937,377,4627
228,1967,351,4633
229,1980,365,4687
230,1980,377,4713
231,1984,382,4731
232,1987,383,4739
233,1995,369,4727
234,2000,364,4726
235,1996,384,4758
236,1981,424,4810
237,2007,373,4757
238,2039,339,4754
239,2014,376,4779
240,2020,367,4774
241,2042,372,4826
242,2043,367,4817
243,2078,351,4857
244,2048,375,4844
245,2069,364,4865
246,2049,393,4882
247,2045,416,4920
248,2094,367,4919
249,2125,334,4916
250,2105,333,4873
251,2090,363,4905
252,2061,412,4943
253,2077,381,4913
254,2123,347,4936
255,2125,300,4848
256,2091,326,4832
257,2040,368,4814
258,2055,371,4850
259,2041,386,4853
260,2048,382,4857
261,2064,397,4921
262,2088,391,4955
263,2112,360,4941
264,2094,361,4909
265,2070,374,4886
266,2047,386,4865
267,2063,389,4897
268,2089,345,4867
269,2101,330,4859
270,2070,365,4869
271,2031,399,4858
272,2023,400,4844
273,2041,374,4827
274,2049,371,4839
275,2033,413,4891
276,2034,352,4769
277,2084,316,4799
278,1995,415,4818
279,2023,418,4880
280,2061,360,4840
281,2065,401,4928
282,2037,427,4925
283,2085,395,4959
284,2095,371,4931
285,2100,336,4871
286,2071,382,4904
287,2022,410,4862
288,2051,362,4825
289,2047,398,4888
290,2027,389,4830
291,2069,337,4807
292,2046,388,4866
293,2027,388,4824
294,2030,363,4785
295,2044,348,4781
296,2046,363,4817
297,2033,391,4846
298,2057,358,4828
299,2056,342,4795
300,2049,368,4831
301,2049,322,4740
302,2038,347,4768
303,1995,451,4891
304,2057,363,4837
305,2122,286,4811
306,2077,331,4814
307,2075,361,4871
308,2039,418,4913
309,2045,397,4880
310,2082,384,4929
311,2069,394,4923
312,2082,324,4811
313,2088,358,4890
314,2031,408,4875
315,2073,363,4870
316,2065,331,4790
317,2092,292,4765
318,2054,305,4716
319,2017,380,4793
320,2007,398,4809
321,2033,385,4827
322,2067,341,4814
323,2070,365,4867
324,2037,413,4897
325,2097,380,4951
326,2094,345,4877
327,2083,354,4871
328,2049,378,4854
329,2047,396,4883
330,2037,435,4941
331,2086,364,4897
332,2131,351,4961
333,2120,361,4961
334,2120,380,4997
335,2094,437,5059
336,2116,473,5177
337,2167,426,5183
338,2212,377,5170
339,2208,386,5185
340,2212,375,5172
341,2213,372,5168
342,2169,386,5108
343,2184,371,5108
344,2187,370,5112
345,2153,453,5209
346,2151,446,5194
347,2211,368,5152
348,2240,340,5157
349,2227,356,5166
350,2185,400,5169
351,2172,424,5192
352,2230,316,5087
353,2256,302,5112
354,2174,379,5105
355,2148,384,5061
356,2145,368,5025
357,2162,354,5031
358,2162,359,5041
359,2151,367,5033
360,2159,346,5007
361,2161,344,5008
362,2121,406,5052
363,2122,414,5070
364,2141,423,5125
365,2160,380,5077
366,2177,347,5047
367,2166,368,5065
368,2164,345,5016
369,2151,336,4974
370,2138,331,4928
371,2103,361,4922
372,2096,355,4899
373,2092,332,4845
374,2094,342,4863
375,2084,358,4882
376,2083,368,4901
377,2091,376,4932
378,2100,392,4983
379,2090,463,5103
380,2165,372,5071
381,2221,287,5013
382,2179,345,5043
383,2141,384,5047
384,2165,361,5050
385,2154,320,4946
386,2148,309,4912
387,2101,352,4903
388,2086,417,5003
389,2109,382,4980
390,2156,338,4988
391,2130,379,5017
392,2137,350,4956
393,2155,357,5023
394,2126,413,5076
395,2160,386,5091
396,2185,341,5049
397,2190,306,4989
398,2164,347,5019
399,2120,355,4948
400,2131,347,4953
401,2126,348,4947
402,2127,335,4922
403,2122,353,4949
404,2094,383,4951
405,2119,343,4921
406,2128,339,4933
407,2112,377,4975
408,2094,409,5004
409,2116,367,4963
410,2136,330,4931
411,2085,368,4899
412,2104,366,4939
413,2104,377,4961
414,2091,408,4995
415,2120,375,4988
416,2140,347,4968
417,2144,362,5009
418,2108,408,5030
419,2121,389,5017
420,2138,391,5057
421,2122,409,5061
422,2162,388,5100
423,2179,355,5066
424,2194,308,5002
425,2178,336,5025
426,2138,375,5023
427,2148,341,4973
428,2158,375,5064
429,2125,438,5123
430,2141,412,5105
